"year","zone","dataCollectionTime","group","measure","value"
"2013","S01002241","6 To 8 Week Review","Breastfed","Count",6
"2013","S01002241","6 To 8 Week Review","Exclusively Breastfed","Count",4
"2013","S01002241","First Visit","Breastfed","Count",11
"2013","S01002241","First Visit","Exclusively Breastfed","Count",7
"2013","S01002241","6 To 8 Week Review","Breastfed","Ratio",30
"2013","S01002241","First Visit","Breastfed","Ratio","52.4"
"2013","S01002241","First Visit","Exclusively Breastfed","Ratio","33.3"
"2013","S01002241","6 To 8 Week Review","Exclusively Breastfed","Ratio",20
"2003","S01002241","6 To 8 Week Review","Breastfed","Ratio","27.3"
"2003","S01002241","First Visit","Breastfed","Count",6
"2003","S01002241","First Visit","Breastfed","Ratio","54.5"
"2003","S01002241","6 To 8 Week Review","Exclusively Breastfed","Count",3
"2003","S01002241","6 To 8 Week Review","Breastfed","Count",3
"2003","S01002241","First Visit","Exclusively Breastfed","Count",4
"2003","S01002241","6 To 8 Week Review","Exclusively Breastfed","Ratio","27.3"
"2003","S01002241","First Visit","Exclusively Breastfed","Ratio","36.4"
"2002","S01002241","First Visit","Exclusively Breastfed","Ratio","16.7"
"2002","S01002241","6 To 8 Week Review","Exclusively Breastfed","Ratio","16.7"
"2002","S01002241","First Visit","Breastfed","Ratio","16.7"
"2002","S01002241","6 To 8 Week Review","Breastfed","Ratio","16.7"
"2002","S01002241","First Visit","Breastfed","Count",2
"2002","S01002241","6 To 8 Week Review","Breastfed","Count",2
"2002","S01002241","First Visit","Exclusively Breastfed","Count",2
"2002","S01002241","6 To 8 Week Review","Exclusively Breastfed","Count",2
"2001","S01002241","First Visit","Exclusively Breastfed","Count",5
"2001","S01002241","First Visit","Breastfed","Count",6
"2001","S01002241","6 To 8 Week Review","Exclusively Breastfed","Ratio","33.3"
"2001","S01002241","6 To 8 Week Review","Exclusively Breastfed","Count",5
"2001","S01002241","6 To 8 Week Review","Breastfed","Ratio",40
"2001","S01002241","First Visit","Exclusively Breastfed","Ratio","33.3"
"2001","S01002241","6 To 8 Week Review","Breastfed","Count",6
"2001","S01002241","First Visit","Breastfed","Ratio",40
"2001","S01002242","First Visit","Exclusively Breastfed","Count",5
"2003","S01002242","6 To 8 Week Review","Breastfed","Count",7
"2004","S01002242","6 To 8 Week Review","Exclusively Breastfed","Count",6
"2004","S01002242","First Visit","Exclusively Breastfed","Count",7
"2007","S01002242","First Visit","Breastfed","Count",8
"2005","S01002242","6 To 8 Week Review","Exclusively Breastfed","Count",3
"2004","S01002242","6 To 8 Week Review","Breastfed","Count",7
"2005","S01002242","First Visit","Exclusively Breastfed","Count",3
"2011","S01002242","First Visit","Breastfed","Count",6
"2010","S01002242","6 To 8 Week Review","Breastfed","Count",7
"2006","S01002242","6 To 8 Week Review","Exclusively Breastfed","Count",1
"2002","S01002242","First Visit","Exclusively Breastfed","Count",5
"2008","S01002242","First Visit","Breastfed","Count",7
"2012","S01002242","6 To 8 Week Review","Breastfed","Count",4
"2006","S01002242","First Visit","Breastfed","Count",2
"2012","S01002242","First Visit","Breastfed","Count",8
"2007","S01002242","6 To 8 Week Review","Exclusively Breastfed","Count",4
"2008","S01002242","6 To 8 Week Review","Exclusively Breastfed","Count",3
"2004","S01002242","First Visit","Breastfed","Count",8
"2006","S01002242","First Visit","Exclusively Breastfed","Count",2
"2008","S01002242","6 To 8 Week Review","Breastfed","Count",6
"2013","S01002242","6 To 8 Week Review","Breastfed","Count",4
"2009","S01002242","6 To 8 Week Review","Exclusively Breastfed","Count",4
"2013","S01002242","First Visit","Breastfed","Count",7
"2011","S01002242","First Visit","Exclusively Breastfed","Count",5
"2010","S01002242","6 To 8 Week Review","Exclusively Breastfed","Count",5
"2002","S01002242","6 To 8 Week Review","Breastfed","Count",5
"2006","S01002242","6 To 8 Week Review","Breastfed","Count",3
"2012","S01002242","First Visit","Exclusively Breastfed","Count",6
"2007","S01002242","First Visit","Exclusively Breastfed","Count",7
"2011","S01002242","6 To 8 Week Review","Exclusively Breastfed","Count",3
"2009","S01002242","6 To 8 Week Review","Breastfed","Count",9
"2008","S01002242","First Visit","Exclusively Breastfed","Count",5
"2012","S01002242","6 To 8 Week Review","Exclusively Breastfed","Count",3
"2009","S01002242","First Visit","Breastfed","Count",9
"2003","S01002242","First Visit","Breastfed","Count",6
"2005","S01002242","First Visit","Breastfed","Count",3
"2013","S01002242","6 To 8 Week Review","Exclusively Breastfed","Count",3
"2005","S01002242","6 To 8 Week Review","Breastfed","Count",3
"2003","S01002242","First Visit","Exclusively Breastfed","Count",5
"2002","S01002242","First Visit","Breastfed","Count",5
"2003","S01002242","6 To 8 Week Review","Exclusively Breastfed","Count",6
"2001","S01002242","6 To 8 Week Review","Breastfed","Count",4
"2009","S01002242","First Visit","Exclusively Breastfed","Count",6
"2001","S01002242","First Visit","Breastfed","Count",6
"2010","S01002242","First Visit","Breastfed","Count",8
"2007","S01002242","6 To 8 Week Review","Breastfed","Count",6
"2002","S01002242","6 To 8 Week Review","Exclusively Breastfed","Count",4
"2013","S01002242","First Visit","Exclusively Breastfed","Count",3
"2001","S01002242","6 To 8 Week Review","Exclusively Breastfed","Count",2
"2010","S01002242","First Visit","Exclusively Breastfed","Count",5
"2011","S01002242","6 To 8 Week Review","Breastfed","Count",5
"2010","S01002242","6 To 8 Week Review","Breastfed","Ratio","77.8"
"2011","S01002242","6 To 8 Week Review","Breastfed","Ratio","62.5"
"2005","S01002242","6 To 8 Week Review","Breastfed","Ratio",75
"2012","S01002242","6 To 8 Week Review","Breastfed","Ratio","66.7"
"2008","S01002242","6 To 8 Week Review","Breastfed","Ratio","66.7"
"2013","S01002242","6 To 8 Week Review","Breastfed","Ratio",40
"2004","S01002242","6 To 8 Week Review","Breastfed","Ratio",100
"2003","S01002242","6 To 8 Week Review","Breastfed","Ratio","77.8"
"2006","S01002242","6 To 8 Week Review","Breastfed","Ratio",75
"2002","S01002242","6 To 8 Week Review","Breastfed","Ratio","62.5"
"2009","S01002242","6 To 8 Week Review","Breastfed","Ratio","64.3"
"2001","S01002242","6 To 8 Week Review","Breastfed","Ratio","57.1"
"2007","S01002242","6 To 8 Week Review","Breastfed","Ratio",75
"2004","S01002242","6 To 8 Week Review","Exclusively Breastfed","Ratio","85.7"
"2005","S01002242","6 To 8 Week Review","Exclusively Breastfed","Ratio",75
"2006","S01002242","6 To 8 Week Review","Exclusively Breastfed","Ratio",25
"2007","S01002242","6 To 8 Week Review","Exclusively Breastfed","Ratio",50
"2008","S01002242","6 To 8 Week Review","Exclusively Breastfed","Ratio","33.3"
"2009","S01002242","6 To 8 Week Review","Exclusively Breastfed","Ratio","28.6"
"2010","S01002242","6 To 8 Week Review","Exclusively Breastfed","Ratio","55.6"
"2011","S01002242","6 To 8 Week Review","Exclusively Breastfed","Ratio","37.5"
"2012","S01002242","6 To 8 Week Review","Exclusively Breastfed","Ratio",50
"2013","S01002242","6 To 8 Week Review","Exclusively Breastfed","Ratio",30
"2003","S01002242","6 To 8 Week Review","Exclusively Breastfed","Ratio","66.7"
"2002","S01002242","6 To 8 Week Review","Exclusively Breastfed","Ratio",50
"2001","S01002242","6 To 8 Week Review","Exclusively Breastfed","Ratio","28.6"
"2004","S01002242","First Visit","Breastfed","Ratio",100
"2001","S01002242","First Visit","Exclusively Breastfed","Ratio","71.4"
"2004","S01002242","First Visit","Exclusively Breastfed","Ratio","87.5"
"2005","S01002242","First Visit","Exclusively Breastfed","Ratio",75
"2007","S01002242","First Visit","Breastfed","Ratio",100
"2011","S01002242","First Visit","Breastfed","Ratio",75
"2012","S01002242","First Visit","Breastfed","Ratio",100
"2008","S01002242","First Visit","Breastfed","Ratio","77.8"
"2002","S01002242","First Visit","Exclusively Breastfed","Ratio","71.4"
"2006","S01002242","First Visit","Exclusively Breastfed","Ratio",50
"2013","S01002242","First Visit","Breastfed","Ratio",70
"2006","S01002242","First Visit","Breastfed","Ratio",50
"2011","S01002242","First Visit","Exclusively Breastfed","Ratio","62.5"
"2012","S01002242","First Visit","Exclusively Breastfed","Ratio",75
"2005","S01002242","First Visit","Breastfed","Ratio",75
"2007","S01002242","First Visit","Exclusively Breastfed","Ratio","87.5"
"2009","S01002242","First Visit","Breastfed","Ratio","64.3"
"2003","S01002242","First Visit","Breastfed","Ratio","66.7"
"2008","S01002242","First Visit","Exclusively Breastfed","Ratio","55.6"
"2003","S01002242","First Visit","Exclusively Breastfed","Ratio","55.6"
"2009","S01002242","First Visit","Exclusively Breastfed","Ratio","42.9"
"2002","S01002242","First Visit","Breastfed","Ratio","71.4"
"2001","S01002242","First Visit","Breastfed","Ratio","85.7"
"2013","S01002242","First Visit","Exclusively Breastfed","Ratio",30
"2010","S01002242","First Visit","Breastfed","Ratio","88.9"
"2010","S01002242","First Visit","Exclusively Breastfed","Ratio","55.6"
"2001","S01002243","First Visit","Exclusively Breastfed","Count",3
"2003","S01002243","6 To 8 Week Review","Breastfed","Count",5
"2004","S01002243","6 To 8 Week Review","Exclusively Breastfed","Count",1
"2004","S01002243","First Visit","Exclusively Breastfed","Count",2
"2007","S01002243","First Visit","Breastfed","Count",8
"2005","S01002243","6 To 8 Week Review","Exclusively Breastfed","Count",5
"2004","S01002243","6 To 8 Week Review","Breastfed","Count",2
"2005","S01002243","First Visit","Exclusively Breastfed","Count",5
"2011","S01002243","First Visit","Breastfed","Count",10
"2010","S01002243","6 To 8 Week Review","Breastfed","Count",4
"2006","S01002243","6 To 8 Week Review","Exclusively Breastfed","Count",1
"2002","S01002243","First Visit","Exclusively Breastfed","Count",7
"2008","S01002243","First Visit","Breastfed","Count",8
"2012","S01002243","6 To 8 Week Review","Breastfed","Count",8
"2006","S01002243","First Visit","Breastfed","Count",5
"2012","S01002243","First Visit","Breastfed","Count",8
"2007","S01002243","6 To 8 Week Review","Exclusively Breastfed","Count",5
"2008","S01002243","6 To 8 Week Review","Exclusively Breastfed","Count",6
"2004","S01002243","First Visit","Breastfed","Count",3
"2006","S01002243","First Visit","Exclusively Breastfed","Count",5
"2008","S01002243","6 To 8 Week Review","Breastfed","Count",7
"2013","S01002243","6 To 8 Week Review","Breastfed","Count",12
"2009","S01002243","6 To 8 Week Review","Exclusively Breastfed","Count",4
"2013","S01002243","First Visit","Breastfed","Count",11
"2011","S01002243","First Visit","Exclusively Breastfed","Count",9
"2010","S01002243","6 To 8 Week Review","Exclusively Breastfed","Count",3
"2002","S01002243","6 To 8 Week Review","Breastfed","Count",7
"2006","S01002243","6 To 8 Week Review","Breastfed","Count",4
"2012","S01002243","First Visit","Exclusively Breastfed","Count",6
"2007","S01002243","First Visit","Exclusively Breastfed","Count",8
"2011","S01002243","6 To 8 Week Review","Exclusively Breastfed","Count",9
"2009","S01002243","6 To 8 Week Review","Breastfed","Count",5
"2008","S01002243","First Visit","Exclusively Breastfed","Count",7
"2012","S01002243","6 To 8 Week Review","Exclusively Breastfed","Count",5
"2009","S01002243","First Visit","Breastfed","Count",5
"2003","S01002243","First Visit","Breastfed","Count",7
"2005","S01002243","First Visit","Breastfed","Count",7
"2013","S01002243","6 To 8 Week Review","Exclusively Breastfed","Count",9
"2005","S01002243","6 To 8 Week Review","Breastfed","Count",6
"2003","S01002243","First Visit","Exclusively Breastfed","Count",7
"2002","S01002243","First Visit","Breastfed","Count",8
"2003","S01002243","6 To 8 Week Review","Exclusively Breastfed","Count",4
"2001","S01002243","6 To 8 Week Review","Breastfed","Count",1
"2009","S01002243","First Visit","Exclusively Breastfed","Count",4
"2001","S01002243","First Visit","Breastfed","Count",3
"2010","S01002243","First Visit","Breastfed","Count",4
"2007","S01002243","6 To 8 Week Review","Breastfed","Count",5
"2002","S01002243","6 To 8 Week Review","Exclusively Breastfed","Count",5
"2013","S01002243","First Visit","Exclusively Breastfed","Count",8
"2001","S01002243","6 To 8 Week Review","Exclusively Breastfed","Count",0
"2010","S01002243","First Visit","Exclusively Breastfed","Count",3
"2011","S01002243","6 To 8 Week Review","Breastfed","Count",11
"2010","S01002243","6 To 8 Week Review","Breastfed","Ratio","57.1"
"2011","S01002243","6 To 8 Week Review","Breastfed","Ratio","91.7"
"2005","S01002243","6 To 8 Week Review","Breastfed","Ratio","54.5"
"2012","S01002243","6 To 8 Week Review","Breastfed","Ratio",100
"2008","S01002243","6 To 8 Week Review","Breastfed","Ratio",70
"2013","S01002243","6 To 8 Week Review","Breastfed","Ratio",100
"2004","S01002243","6 To 8 Week Review","Breastfed","Ratio","28.6"
"2003","S01002243","6 To 8 Week Review","Breastfed","Ratio","55.6"
"2006","S01002243","6 To 8 Week Review","Breastfed","Ratio",100
"2002","S01002243","6 To 8 Week Review","Breastfed","Ratio",70
"2009","S01002243","6 To 8 Week Review","Breastfed","Ratio","83.3"
"2001","S01002243","6 To 8 Week Review","Breastfed","Ratio","14.3"
"2007","S01002243","6 To 8 Week Review","Breastfed","Ratio","41.7"
"2004","S01002243","6 To 8 Week Review","Exclusively Breastfed","Ratio","14.3"
"2005","S01002243","6 To 8 Week Review","Exclusively Breastfed","Ratio","45.5"
"2006","S01002243","6 To 8 Week Review","Exclusively Breastfed","Ratio",25
"2007","S01002243","6 To 8 Week Review","Exclusively Breastfed","Ratio","41.7"
"2008","S01002243","6 To 8 Week Review","Exclusively Breastfed","Ratio",60
"2009","S01002243","6 To 8 Week Review","Exclusively Breastfed","Ratio","66.7"
"2010","S01002243","6 To 8 Week Review","Exclusively Breastfed","Ratio","42.9"
"2011","S01002243","6 To 8 Week Review","Exclusively Breastfed","Ratio",75
"2012","S01002243","6 To 8 Week Review","Exclusively Breastfed","Ratio","62.5"
"2013","S01002243","6 To 8 Week Review","Exclusively Breastfed","Ratio",75
"2003","S01002243","6 To 8 Week Review","Exclusively Breastfed","Ratio","44.4"
"2002","S01002243","6 To 8 Week Review","Exclusively Breastfed","Ratio",50
"2001","S01002243","6 To 8 Week Review","Exclusively Breastfed","Ratio",0
"2004","S01002243","First Visit","Breastfed","Ratio","42.9"
"2001","S01002243","First Visit","Exclusively Breastfed","Ratio","37.5"
"2004","S01002243","First Visit","Exclusively Breastfed","Ratio","28.6"
"2005","S01002243","First Visit","Exclusively Breastfed","Ratio","45.5"
"2007","S01002243","First Visit","Breastfed","Ratio","66.7"
"2011","S01002243","First Visit","Breastfed","Ratio","83.3"
"2012","S01002243","First Visit","Breastfed","Ratio","88.9"
"2008","S01002243","First Visit","Breastfed","Ratio",80
"2002","S01002243","First Visit","Exclusively Breastfed","Ratio","63.6"
"2006","S01002243","First Visit","Exclusively Breastfed","Ratio",100
"2013","S01002243","First Visit","Breastfed","Ratio","91.7"
"2006","S01002243","First Visit","Breastfed","Ratio",100
"2011","S01002243","First Visit","Exclusively Breastfed","Ratio",75
"2012","S01002243","First Visit","Exclusively Breastfed","Ratio","66.7"
"2005","S01002243","First Visit","Breastfed","Ratio","63.6"
"2007","S01002243","First Visit","Exclusively Breastfed","Ratio","66.7"
"2009","S01002243","First Visit","Breastfed","Ratio","83.3"
"2003","S01002243","First Visit","Breastfed","Ratio",70
"2008","S01002243","First Visit","Exclusively Breastfed","Ratio",70
"2003","S01002243","First Visit","Exclusively Breastfed","Ratio",70
"2009","S01002243","First Visit","Exclusively Breastfed","Ratio","66.7"
"2002","S01002243","First Visit","Breastfed","Ratio","72.7"
"2001","S01002243","First Visit","Breastfed","Ratio","37.5"
"2013","S01002243","First Visit","Exclusively Breastfed","Ratio","66.7"
"2010","S01002243","First Visit","Breastfed","Ratio","57.1"
"2010","S01002243","First Visit","Exclusively Breastfed","Ratio","42.9"
"2001","S01002244","First Visit","Exclusively Breastfed","Count",5
"2003","S01002244","6 To 8 Week Review","Breastfed","Count",5
"2004","S01002244","6 To 8 Week Review","Exclusively Breastfed","Count",3
"2004","S01002244","First Visit","Exclusively Breastfed","Count",5
"2007","S01002244","First Visit","Breastfed","Count",5
"2005","S01002244","6 To 8 Week Review","Exclusively Breastfed","Count",2
"2004","S01002244","6 To 8 Week Review","Breastfed","Count",4
"2005","S01002244","First Visit","Exclusively Breastfed","Count",3
"2011","S01002244","First Visit","Breastfed","Count",13
"2010","S01002244","6 To 8 Week Review","Breastfed","Count",11
"2006","S01002244","6 To 8 Week Review","Exclusively Breastfed","Count",1
